city,lat,lng,population,density
Kingsville,41.8869,-80.6771,622,92.9
Kennard,39.9054,-85.5222,622,604.5
Paragonah,37.8853,-112.7707,622,287.1
Montcalm,37.3516,-81.2513,622,82.2
Pecan Hill,32.4907,-96.7813,622,103.4
Dearing,33.4149,-82.3852,622,298.9
Round Rock,36.5044,-109.4616,622,20.8
Garden City,34.015,-86.7493,622,102.9
Walden,40.7316,-106.2814,622,442.3
Big Water,37.0729,-111.6608,622,39.9
Gaston,45.4348,-123.1449,622,688.3
Warm Springs,32.887,-84.6781,621,143.0
Wolsey,44.4105,-98.4738,621,108.8
Fleming-Neon,37.1953,-82.7048,621,118.1
Chalfant,40.4101,-79.8387,621,1511.6
De Valls Bluff,34.7861,-91.4608,621,212.8
Upper Marlboro,38.8153,-76.7514,621,328.2
Bettsville,41.244,-83.2338,621,564.2
Lawndale,35.4142,-81.563,621,340.4
Britton,41.9877,-83.8304,621,307.8
Big Stone City,45.2985,-96.4657,620,214.4
Algoma,34.1788,-89.0336,620,40.8
Kurten,30.7895,-96.2758,620,36.2
Aroma Park,41.0788,-87.8011,620,141.9
Llewellyn Park,40.7895,-74.2415,620,206.1
Middleville,43.1384,-74.9707,620,387.1
Millry,31.6256,-88.319,620,39.7
Launiupoko,20.8541,-156.6424,620,42.5
Mineral,38.0068,-77.9061,620,248.7
McCool Junction,40.744,-97.6007,619,446.4
Lattimer,40.9929,-75.9607,619,451.5
Jasper,36.0124,-93.1874,619,328.1
New Seabury,41.5689,-70.4812,619,95.3
Woodruff,45.8946,-89.6912,619,191.5
Stagecoach,30.1438,-95.7079,618,259.4
Briny Breezes,26.509,-80.0542,618,2383.5
Cherry Valley,35.4028,-90.7536,618,353.9
Boomer,38.149,-81.28,618,229.0
Gilmore City,42.7268,-94.4368,618,176.7
Riverview,36.9326,-82.4846,618,497.0
Pippa Passes,37.3342,-82.8733,618,586.4
Ansley,41.2863,-99.3825,618,305.5
Hot Springs,47.6091,-114.6705,618,313.9
Lattimore,35.3153,-81.6602,618,245.6
Rule,33.1819,-99.8933,618,384.6
Verndale,46.3969,-95.0125,618,178.5
Motley,46.3349,-94.6423,618,158.5
Glen Park,44.0016,-75.9548,618,399.0
Santa Maria,26.0767,-97.8465,618,878.8
Honduras,18.1412,-66.2004,618,357.5
Maricopa Colony,33.3626,-112.2267,618,57.6
Calpella,39.2323,-123.197,617,94.0
Greenwood,30.8727,-85.1612,617,51.1
Swink,38.0141,-103.6283,617,653.7
Santa María,18.271,-65.6623,617,717.2
Shakertowne,37.694,-89.8674,617,159.4
Effingham,39.5228,-95.3969,617,285.0
Rangeley,44.9643,-70.6467,617,99.9
Whitesville,37.683,-86.8701,616,573.2
Knapp,44.9514,-92.0769,616,157.7
Gould,33.9872,-91.5641,616,155.4
Minor Hill,35.0424,-87.1654,616,140.9
Godley,41.2385,-88.2452,616,246.3
Rhinecliff,41.922,-73.9439,616,225.5
Strawn,32.551,-98.4979,616,397.2
Dana,39.8072,-87.4945,616,427.8
Somerville,34.4679,-86.7909,616,72.8
McDonald,35.1088,-84.9853,616,126.1
Unionville,39.8977,-75.7304,616,305.3
Cookstown,40.0446,-74.5547,615,160.8
Porter,35.8684,-95.5159,615,127.1
Big Thicket Lake Estates,30.4874,-94.7679,615,100.9
Green Mountain Falls,38.9344,-105.0238,615,240.6
East Ellijay,34.676,-84.4761,615,80.2
Mandaree,47.7358,-102.6756,615,17.3
Edgerton,39.5023,-94.6296,615,221.8
Fontanelle,41.2901,-94.5602,615,303.4
D'Hanis,29.3305,-99.2753,615,71.1
Haysi,37.2151,-82.2931,615,66.8
Osmond,42.6777,-110.9408,615,100.4
Clio,34.5791,-79.5461,614,218.3
Jamesport,39.9749,-93.8029,614,402.3
Hustonville,37.4784,-84.8151,614,295.1
Kellogg,41.7181,-92.9072,614,370.6
Yankeetown,29.0334,-82.7326,614,28.8
New Hebron,31.7332,-89.9833,614,377.1
Deep Run,35.1415,-77.7162,614,73.1
Canton,38.3857,-97.4303,614,510.5
Herreid,45.8378,-100.0748,614,121.1
Timber Lakes,40.4733,-111.2533,614,36.0
Miller,37.2148,-93.8405,614,352.1
Hay Springs,42.6833,-102.6897,614,275.5
Rowlesburg,39.3483,-79.6764,614,178.8
Lakewood Village,33.1379,-96.9751,614,286.1
Paradise Heights,28.6237,-81.5439,614,446.9
Elaine,34.3087,-90.8533,613,541.2
Ducor,35.8927,-119.047,613,490.9
Carlsbad,31.6112,-100.6406,613,133.8
Hatley,33.9773,-88.4184,613,183.7
Green City,40.2639,-92.9563,613,140.3
Hardin,36.7651,-88.3023,613,280.5
Lovelady,31.1279,-95.4456,613,198.5
Ashley,46.0347,-99.3736,613,359.7
Linn,26.5662,-98.1298,613,5.6
West Valley,42.4037,-78.6115,613,145.9
Eighty Four,40.1777,-80.1303,613,20.2
Jacumba,32.6278,-116.1826,613,36.5
Star Prairie,45.1975,-92.5321,612,115.5
Lamont,42.5986,-91.6404,612,342.6
Blythe,33.3011,-82.2025,612,92.9
Albion,42.1125,-92.9886,612,412.3
Bell Buckle,35.5908,-86.3538,612,491.5
Coward,33.9721,-79.749,612,60.0
Beaverdale,40.3242,-78.7014,612,175.1
Havre North,48.5632,-109.6713,612,68.4
Coyle,35.9568,-97.2396,612,301.1
Selby,45.5057,-100.0329,612,278.2
Andover,41.6066,-80.5686,612,150.5
Antonito,37.0762,-106.0104,612,660.8
Deer Creek,40.6293,-89.3313,611,462.8
Charleston,35.2862,-84.7611,611,248.5
Keystone,39.5901,-105.9383,611,7.5
Lake Hughes,34.6832,-118.4588,611,24.0
Leawood,37.0333,-94.4948,611,195.9
Hester,30.0277,-90.771,611,66.7
Tannersville,42.1936,-74.135,611,192.3
Limestone,36.3143,-95.7477,611,76.0
East Randolph,42.1693,-78.952,611,228.4
Markleville,39.9763,-85.6168,611,365.1
Taylor,33.0998,-93.4618,611,340.2
North Salem,39.86,-86.6437,611,724.8
Macksville,37.9572,-98.9689,611,220.5
St. Edward,41.5716,-97.8612,610,359.5
Wausa,42.4978,-97.5393,610,444.0
Oak Park,32.3822,-82.3153,610,35.8
Kingman,39.9664,-87.2782,610,353.0
Chiloquin,42.5764,-121.8677,610,335.3
Glen St. Mary,30.2752,-82.1604,610,562.5
Fair Play,37.6331,-93.5769,610,500.0
Penns Creek,40.8631,-77.0562,610,266.8
Floyd,36.9118,-80.3184,610,447.0
Flat,31.3093,-97.6242,610,235.6
Max Meadows,36.9798,-80.9678,609,34.2
Ellsworth,40.1073,-80.0214,609,356.3
Alexis,35.3968,-81.119,609,159.9
Stewart,44.7236,-94.4869,609,291.2
Republic,41.125,-83.0167,609,247.2
Darby,46.0231,-114.1787,609,420.7
Port Gibson,43.0334,-77.1569,609,267.8
Willow Valley,34.9296,-114.6159,609,54.0
Fessenden,47.6494,-99.6267,609,490.0
Sulphur Rock,35.7517,-91.5003,609,179.7
Mulford,39.4063,-107.1661,609,295.8
Eulonia,31.5254,-81.432,608,96.6
St. John,47.0915,-117.5887,608,352.3
Brandon,45.9663,-95.5946,608,539.2
Ocheyedan,43.4182,-95.5366,608,192.1
Loa,38.4037,-111.6454,608,271.1
New Boston,41.1698,-90.9998,608,211.3
Callaway,41.2915,-99.9203,608,299.4
Parker School,48.2468,-109.7341,608,34.4
Red Mesa,36.9664,-109.3828,608,19.6
Arnett,36.1345,-99.7727,608,466.0
Bowdens,35.0579,-78.1128,608,188.7
Milroy,39.4982,-85.4675,608,378.9
Rolling Hills,42.9035,-105.8434,608,339.4
Paradise Park,37.0062,-122.0425,608,102.9
Mohall,48.7661,-101.5169,608,236.9
Thurston,39.8451,-82.5532,608,662.5
Continental Courts,40.8705,-77.8658,608,522.4
Wingo,36.6422,-88.7395,607,286.7
Lilesville,34.9675,-79.9845,607,251.1
Blandinsville,40.554,-90.8683,607,294.7
Denver,40.8647,-86.0772,607,499.0
Murdo,43.8893,-100.7142,607,296.3
Hungry Horse,48.3843,-114.0652,607,175.1
Ridge Spring,33.8453,-81.6617,607,143.3
Metamora,42.9422,-83.2897,607,308.3
Valle Hill,18.3953,-65.894,607,3226.5
Blucksberg Mountain,44.3593,-103.4538,607,254.1
Metompkin,37.7671,-75.6054,607,144.8
Adena,40.2166,-80.8762,606,490.2
Bennington,39.0334,-97.5932,606,686.9
Seabrook,41.5831,-70.4992,606,174.8
Vayas,18.0541,-66.5858,606,721.3
Clarks Grove,43.7617,-93.3286,606,412.6
Standing Pine,32.6749,-89.4529,606,67.2
Scalp Level,40.2495,-78.8442,606,342.5
Lucerne,43.7136,-108.1873,606,9.3
Pleasant Hope,37.465,-93.2743,606,167.0
La Mesa,32.1244,-106.709,606,104.4
Rocky Ripple,39.8484,-86.1731,606,1566.7
Mount Auburn,39.7649,-89.2608,606,249.5
Ivalee,34.0372,-86.1472,606,38.0
Baneberry,36.0465,-83.2782,605,123.1
Deerwood,46.4729,-93.9,605,188.8
Noble,38.6974,-88.2232,605,245.6
Plum City,44.6338,-92.1918,605,225.0
Road Runner,33.483,-97.0849,605,170.7
Valley Acres,35.2087,-119.4106,605,60.0
Bayview,26.1327,-97.3974,605,65.8
Ravine,40.5686,-76.3937,605,237.1
Satsop,47.0223,-123.4737,605,35.1
Mount Sidney,38.2586,-78.9654,604,140.8
Clayton,40.0301,-90.958,604,255.4
Portland,47.4995,-97.3693,604,308.4
Stockport,39.5489,-81.7944,604,418.1
New Market,40.223,-76.8561,604,846.8
Hopkinton,42.3428,-91.249,604,341.6
Acacia Villas,26.6457,-80.1104,604,2257.1
Pollock,31.4985,-92.4432,604,27.9
Center Ossipee,43.7542,-71.1508,604,165.8
Olney Springs,38.1663,-103.9445,604,295.0
Pennington,32.201,-88.0378,604,45.9
Ider,34.7026,-85.669,604,43.1
Glen Elder,39.5001,-98.3066,603,542.3
White Hall,32.2993,-86.7148,603,18.3
Mackay,43.912,-113.6128,603,227.8
Shiloh,32.8115,-84.6989,603,97.4
Minong,46.0978,-91.8263,603,125.6
Traver,36.454,-119.4838,603,404.6
Lawrenceville,41.9959,-77.1304,603,392.0
Hutsonville,39.1085,-87.6606,603,352.7
River Falls,31.3525,-86.5412,603,31.1
Hayden Lake,47.7639,-116.7559,602,401.9
Altona,41.115,-90.1648,602,260.9
Stanford,40.4322,-89.2209,602,405.4
Noorvik,66.8292,-161.0377,602,258.9
Pleasant City,39.9033,-81.5438,602,381.4
Sherman,34.3611,-88.8387,602,136.6
Pope,34.2158,-89.9447,602,148.9
Wellington,39.1383,-93.9861,602,223.9
La Hacienda,32.206,-107.725,602,126.1
Payne Springs,32.2872,-96.0892,602,129.9
Ty Ty,31.472,-83.6509,601,348.0
Stanton,40.9812,-95.1027,601,255.4
Corder,39.0992,-93.639,601,214.4
La Prairie,47.2302,-93.4912,601,171.1
Fountain Lake,34.6099,-92.9197,601,48.9
Loghill Village,38.1994,-107.7754,601,43.9
Moreland,33.2861,-84.7699,601,187.2
Velma,34.4546,-97.662,601,182.9
Picture Rocks,41.2804,-76.7079,601,234.6
Elgin,46.4014,-101.8474,601,310.8
Gurley,34.7072,-86.3768,601,62.4
Goochland,37.6974,-77.8943,601,58.2
Opal,38.6201,-77.8049,601,84.9
Minnesota Lake,43.8409,-93.8279,600,137.0
Philip,44.0407,-101.6645,600,512.0
Linden,42.9184,-90.2742,600,304.7
Whitesburg,33.4928,-84.9137,600,80.9
Shoal Creek Drive,37.037,-94.5228,600,475.4
De Witt,40.3953,-96.9221,600,536.6
Modena,39.9619,-75.8025,600,551.1
Verona,39.9019,-84.4958,600,485.2
Summit,36.2522,-92.6886,600,162.6
Star Lake,44.1613,-75.0363,600,48.1
Halstad,47.351,-96.8258,600,320.9
Wall,40.3916,-79.786,599,446.8
Deer Trail,39.6154,-104.0434,599,155.3
Culbertson,48.1447,-104.5183,599,250.7
Merrimac,43.3741,-89.6272,599,315.4
Jasper,43.8491,-96.3999,599,254.2
Cathlamet,46.2056,-123.3835,599,461.6
Inglewood,41.416,-96.5025,599,331.9
Murray Hill,38.2905,-85.5872,599,1886.4
Port Austin,44.0431,-82.9945,599,237.8
Sugar Grove,41.9837,-79.3395,599,216.7
Moravia,40.8918,-92.8187,599,198.0
Lashmeet,37.4228,-81.1967,599,243.5
Slatedale,40.7438,-75.6582,599,469.2
Port Matilda,40.8002,-78.0524,599,447.4
Smallwood,41.6606,-74.8159,598,99.5
Linden,40.189,-86.9023,598,644.4
Rosalia,47.2363,-117.3764,598,398.3
Camden,40.6099,-86.5392,598,585.7
Butte Creek Canyon,39.7489,-121.6968,598,12.7
Ripley,33.5238,-114.653,598,104.4
Wilkerson,37.2794,-118.3877,598,33.4
Batavia,40.9949,-92.1673,597,349.2
Townsend,35.6763,-83.7529,597,111.2
Estherwood,30.1816,-92.4633,597,140.0
Wampsville,43.0772,-75.7097,597,284.6
Unity,34.8024,-80.6936,597,117.1
Grand Tower,37.6343,-89.5013,597,182.2
Clover,36.8389,-78.7284,596,29.5
Jane,36.5403,-94.3078,596,65.2
Anthon,42.3881,-95.8656,596,313.0
Eureka,39.9588,-112.1149,596,164.2
Kooskia,46.1415,-115.9765,596,362.9
Cadyville,44.6977,-73.6441,596,186.7
Summersville,37.3265,-85.543,596,104.2
Elwood,40.5897,-99.8616,596,472.5
Bay Port,43.8375,-83.374,596,67.1
Heidlersburg,39.9471,-77.1496,596,329.3
Atlasburg,40.3436,-80.3803,595,312.0
Knightsville,39.5253,-87.0891,595,255.1
Smelterville,47.5426,-116.1775,595,444.3
Cowan,37.5601,-120.9888,595,407.1
East Galesburg,40.9429,-90.3109,595,163.7
Shickshinny,41.1535,-76.1501,595,497.6
Fillmore,39.6697,-86.7532,595,102.4
Great Cacapon,39.6144,-78.2857,595,236.4
Francisco,38.3327,-87.4481,595,342.3
Cleveland,39.3494,-110.8556,595,243.3
Argonia,37.2679,-97.7629,594,281.6
Rifton,41.8297,-74.038,594,157.6
Creston,41.9335,-88.9742,594,180.3
Waco,33.7026,-85.1893,594,105.8
Sharon Springs,42.793,-74.6128,594,130.2
Crowell,33.9839,-99.7241,594,134.7
Doon,43.279,-96.2329,594,348.8
Mangham,32.3094,-91.7794,594,236.5
Hartford,35.0236,-94.3799,594,155.3
Kewanna,41.0194,-86.4125,594,310.1
East Pecos,35.5765,-105.65,594,58.5
Chief Lake,45.9209,-91.3303,594,9.2
Lincoln Heights,40.7673,-82.4795,594,629.2
Stockton Bend,32.475,-97.7611,594,283.0
La Crosse,41.3177,-86.8896,593,351.0
Skokomish,47.3298,-123.1573,593,36.8
Doolittle,37.9425,-91.8913,593,67.8
Paxton,41.1235,-101.3522,593,200.9
Neosho,43.3101,-88.5192,593,467.6
Bluffview,43.3641,-89.773,593,283.3
South Dayton,42.3628,-79.051,593,207.7
Stevens,40.2141,-76.1606,593,116.8
Elk Park,36.1582,-81.9808,593,276.8
Winchester,35.7906,-95.9981,592,49.0
Mellen,46.324,-90.6605,592,117.5
Walnut Creek,35.1312,-114.1267,592,140.7
Ethridge,35.3218,-87.3013,592,241.1
Brooks,33.2925,-84.4588,592,45.6
Bootjack,37.4673,-119.8852,592,43.4
Joliet,45.4846,-108.9723,592,403.0
McDowell,37.459,-82.734,591,96.3
Everly,43.1619,-95.3195,591,219.5
Maple Hill,39.0855,-96.0278,591,704.7
Lone Oak,32.9961,-95.9406,591,219.4
Republic,46.3956,-87.9819,591,57.5
Casco,44.5558,-87.6197,591,346.3
Downs,39.5045,-98.5472,591,210.4
Beech Bottom,40.2181,-80.6588,591,207.7
Merigold,33.8392,-90.7264,591,249.9
Newell,44.7174,-103.4183,591,299.1
Sterling,40.4612,-96.3776,590,476.1
Dudleyville,32.9127,-110.7345,590,44.3
Florien,31.448,-93.4583,590,111.7
Fillmore,42.4658,-78.1105,590,218.8
Nances Creek,33.8588,-85.6733,590,25.3
Sandyfield,34.3738,-78.3,590,84.5
Glencoe,36.2318,-96.9313,590,114.2
Lyons Switch,35.7744,-94.7053,590,18.6
Rockland,43.9077,-90.9165,590,345.8
Fort Gay,38.1201,-82.595,590,343.7
Mead,41.2138,-96.4825,590,371.1
Claremont,44.0449,-92.9976,590,272.5
Lancaster,40.5238,-92.5314,590,206.2
Bethel,44.4038,-70.7863,590,158.1
Potosi,42.6876,-90.7105,589,154.5
Stanwood,41.8927,-91.1486,589,326.6
Grimes,31.2999,-85.4503,589,204.9
Cobbtown,32.2806,-82.1387,589,282.3
Umapine,45.976,-118.501,589,62.5
Hickory,32.3167,-89.0217,589,191.1
La Liga,18.2894,-66.0508,589,704.8
Fort Garland,37.4279,-105.4351,589,408.8
Kiester,43.5365,-93.7111,589,497.6
Lyndon,41.7174,-89.924,589,308.2
Noxapater,32.9936,-89.0636,589,209.6
Zeb,35.8066,-95.0437,589,25.6
Loraine,32.4087,-100.7125,588,179.8
Confluence,39.8095,-79.3552,588,144.0
Beverly Shores,41.685,-86.9804,588,74.4
Friendship,38.698,-83.1005,588,172.5
Fremont,44.2602,-88.8715,588,224.4
Warsaw,40.336,-82.0019,588,481.0
Kelso,37.1922,-89.5505,588,351.1
Pinecroft,40.5652,-78.352,588,286.5
Truro,41.2098,-93.8467,588,209.2
Johnson Siding,44.0846,-103.438,588,68.0
Silverton,47.4958,-115.9604,588,262.6
Parma,42.2633,-84.5793,588,197.8
Wright City,34.0649,-95.0074,588,277.0
Cherry Grove,45.8022,-122.5767,588,106.6
Chestertown,43.6461,-73.7945,587,71.0
Oconomowoc Lake,43.0975,-88.4521,587,124.9
Barnhill,40.4497,-81.3679,587,289.7
Westmoreland,39.3941,-96.4137,587,552.4
North Chevy Chase,39.002,-77.074,587,1598.4
Argyle,48.3366,-96.8162,587,171.0
Burlington,40.4819,-86.3946,587,408.3
Blue Summit,39.087,-94.4808,586,326.4
Lafayette,44.4471,-94.3927,586,167.3
Anderson,40.7617,-74.9301,586,171.0
Pattison,29.8184,-95.9765,586,61.7
Doyle,35.8553,-85.512,586,184.0
Enterprise,32.1731,-88.8163,586,78.7
Port Deposit,39.6111,-76.098,586,106.5
Holland,35.166,-92.277,586,29.1
Sun,30.6489,-89.907,586,47.1
Pitkin,30.9344,-92.9267,586,38.7
Fort Towson,34.0243,-95.2973,586,37.8
Sandersville,31.7879,-89.0362,586,51.7
Baker,35.2769,-116.0717,585,86.5
Friendship,43.972,-89.8203,585,280.1
Strattanville,41.2025,-79.3269,585,355.8
Lizton,39.8837,-86.5416,585,396.6
Byron,42.8239,-83.9467,585,310.5
Eldred,41.9563,-78.3817,585,281.0
Pe Ell,46.5713,-123.2982,585,417.1
Bevier,39.7513,-92.5638,584,249.6
Hoytsville,40.8757,-111.3847,584,44.9
Cairnbrook,40.1246,-78.8189,584,263.4
Fordsville,37.6357,-86.7171,584,551.6
Loleta,40.6408,-124.2225,584,108.9
Stannards,42.0741,-77.9123,584,87.2
Radcliffe,42.3177,-93.4343,584,230.9
Middle Point,40.8556,-84.4462,584,383.9
Gustavus,58.4275,-135.7492,583,5.2
Burnsville,38.8579,-80.6538,583,235.6
Eva,34.3272,-86.7614,583,48.6
Broomes Island,38.4203,-76.5475,583,272.4
Chireno,31.4989,-94.3459,583,117.4
Heron Lake,43.7981,-95.3197,583,217.9
Annetta North,32.7193,-97.6722,583,45.3
Myton,40.1933,-110.0624,583,212.0
Pretty Prairie,37.78,-98.0224,583,355.9
Summerland,34.4244,-119.5938,582,205.9
Langley,36.4703,-95.0527,582,161.5
Saddle Rock Estates,40.794,-73.7414,582,2627.8
Salado,35.6954,-91.5923,582,138.3
Pearcy,34.4314,-93.2886,582,107.3
White River,43.5671,-100.7449,582,484.1
Turrell,35.3763,-90.2704,582,43.6
Keyesport,38.746,-89.2737,582,264.2
Plum,29.9324,-96.9812,582,50.2
Hammondsport,42.4082,-77.2234,582,395.8
Iberia,38.0887,-92.2961,582,281.4
San Ygnacio,27.048,-99.4321,582,122.8
Worthington,40.838,-79.6351,582,361.6
Rocky Fork Point,39.1878,-83.4901,582,363.2
Chaplin,37.8996,-85.2196,582,161.1
Garfield,47.0103,-117.1395,581,240.6
Malverne Park Oaks,40.6816,-73.6645,581,2092.4
Rushville,42.7612,-77.228,581,413.2
Scio,40.399,-81.0882,581,497.8
Zayante,37.0892,-122.0409,581,104.7
Wrightstown,40.0258,-74.6318,581,113.9
Lake Norden,44.5799,-97.2109,581,235.1
Derby,39.764,-83.2068,581,157.8
Hatley,44.8866,-89.3371,581,220.2
Soldiers Grove,43.3922,-90.7735,581,61.2
North Courtland,34.6788,-87.3083,581,456.5
Remy,35.4578,-94.4984,581,19.8
Waubeka,43.4708,-87.9926,581,98.4
Duck,36.1836,-75.7559,581,93.3
Dubois,44.1727,-112.2293,581,87.6
Drakes Branch,36.9933,-78.6009,580,48.3
Gilbert,33.9245,-81.3928,580,92.6
Trimble,39.4761,-94.5619,580,355.0
Steinhatchee,29.6795,-83.3837,580,64.8
Vermont,40.2957,-90.429,580,226.5
Onida,44.7049,-100.0675,580,364.2
Newton Grove,35.2522,-78.3552,580,77.2
Fox River,59.8722,-150.9984,580,1.6
North Woodstock,44.0364,-71.6968,580,138.6
Wayland,40.3963,-91.5755,580,398.4
Albion,46.7916,-117.2511,580,666.2
Laytonsville,39.2088,-77.1415,580,177.1
Hopkins Park,41.069,-87.606,579,55.2
Helena,34.2807,-81.6445,579,181.0
Dows,42.6592,-93.5012,579,265.6
Kuttawa,37.0593,-88.115,579,90.7
Mount Aetna,39.5989,-77.6127,579,163.7
Burnside,35.7534,-109.6247,579,30.1
Timber Lake,45.4294,-101.0715,579,422.9
Garza-Salinas II,26.3518,-98.7595,579,952.5
Collbran,39.24,-107.9635,579,415.7
Letha,43.8934,-116.6452,579,482.8
Bradford,35.422,-91.4552,579,290.9
Conetoe,35.8176,-77.4571,579,180.5
Clearview,40.1399,-80.6898,579,575.6
San Ardo,36.0238,-120.9074,579,539.7
Lockwood,38.4867,-120.6035,579,32.0
Burt,43.1992,-94.2214,578,469.4
Sundance,35.5105,-108.6397,578,61.4
Roxton,33.5453,-95.7248,578,281.4
Port Leyden,43.5838,-75.3412,578,406.1
Tallula,39.9457,-89.9365,578,392.5
Nucla,38.2668,-108.5487,578,337.9
Nocona Hills,33.8524,-97.6435,578,47.5
Atlantic Mine,47.1037,-88.6281,578,275.6
Draper,37.0012,-80.7372,578,121.3
Thayer,39.5404,-89.758,577,393.4
Grover,35.1735,-81.452,577,237.6
Cross Timber,32.4832,-97.3259,577,72.7
Seymour,40.6821,-93.1211,577,84.1
Livingston Wheeler,32.3944,-104.1981,577,103.8
Orleans,43.4512,-95.099,577,179.6
Talco,33.3628,-95.1034,577,372.2
Rio Lucio,36.1922,-105.72,577,191.7
Rock Mills,33.1563,-85.2862,577,26.5
Courtdale,41.2849,-75.9143,577,237.6
Morley,37.0433,-89.6122,577,346.8
Pennwyn,40.2895,-75.9731,577,478.2
Auburn,42.7969,-111.0216,577,66.6
Huntington,44.3274,-72.9892,577,274.2
Goessel,38.2473,-97.3454,576,391.5
Elmwood Park,42.6917,-87.8223,576,1578.8
Charter Oak,42.0682,-95.5897,576,428.7
Pittsburg,37.7771,-88.8499,576,157.4
Sunfish Lake,44.8722,-93.0943,576,135.2
Titusville,41.6663,-73.8633,576,296.9
Westley,37.5469,-121.2009,576,671.5
Vici,36.1488,-99.2994,576,581.7
Greentop,40.3508,-92.5657,576,279.3
North Creek,43.6923,-73.9835,576,151.7
Mohrsville,40.4781,-75.9851,575,366.9
Ghent,37.6221,-81.1057,575,177.5
Asher,34.9884,-96.9254,575,346.4
White,44.4359,-96.646,575,229.0
Tryon,35.8805,-96.9661,575,114.1
Mansfield,33.518,-83.7348,575,188.3
Pajonal,18.3847,-66.556,575,750.9
Bull Creek,36.7151,-93.202,574,836.1
Allenspark,40.2099,-105.5112,574,15.0
Fairland,39.5849,-85.8627,574,223.8
Cascade,47.2769,-111.7026,574,381.3
Corn,35.379,-98.7818,574,345.7
Whitsett,36.0784,-79.5721,574,111.3
Buffalo,37.5081,-85.6992,574,158.8
Cedar Valley,35.8694,-97.5272,574,90.6
Gibsland,32.5395,-93.0541,574,95.2
Jeromesville,40.8039,-82.1963,573,723.5
Enola,35.1959,-92.2066,573,55.3
Cloverdale,31.496,-91.4152,573,211.0
Round Valley,37.407,-118.5817,573,13.6
Scurry,32.5125,-96.3846,573,88.6
Paragon,39.395,-86.5628,573,729.2
Wanship,40.8167,-111.4151,573,36.8
Fort Cobb,35.1042,-98.4416,573,342.0
Lanesboro,41.9624,-75.5826,573,96.2
Milano,30.7083,-96.8593,573,134.6
Richburg,42.0887,-78.1565,573,236.8
Sardis,39.6266,-80.9059,573,192.6
Kingsland,33.8659,-92.2911,573,176.8
O'Brien,42.0702,-123.7077,573,47.3
Kingfield,44.9582,-70.1592,573,66.5
Dinwiddie,37.085,-77.5865,572,26.5
Brownsboro Farm,38.304,-85.5946,572,1186.8
Wilsonville,39.0694,-89.8553,572,247.3
Post Oak Bend City,32.633,-96.3186,572,90.6
New Stuyahok,59.4762,-157.271,572,6.5
Hayesville,40.7752,-82.2596,572,255.9
Morley,43.4908,-85.4456,572,249.4
Waldron,41.7242,-84.4188,572,210.1
Center City,45.3942,-92.8142,572,390.8
Echo,45.7431,-119.1917,572,385.5
La Harpe,37.9166,-95.3023,571,237.0
Bird-in-Hand,40.0373,-76.1863,571,219.9
Deal,40.2497,-73.9976,571,172.1
Briarcliffe Acres,33.7901,-78.749,571,321.3
Willsboro Point,44.4246,-73.3807,571,80.2
Sprague,47.3048,-117.9714,571,187.6
Millers Lake,43.18,-83.3257,571,167.8
Huntington,35.0814,-94.2663,571,299.2
Sandy Hollow-Escondidas,27.9452,-97.8061,571,33.5
Mount Pleasant,34.954,-89.5256,571,45.3
Mountain Lake,40.8614,-74.9858,571,193.7
Pin Oak Acres,36.1226,-95.2889,571,46.1
North Troy,44.9963,-72.4038,570,129.2
Woodson,39.6273,-90.2257,570,483.7
Spencer,41.0991,-82.1231,570,267.8
Ravenwood,40.3523,-94.6723,570,570.4
Shiloh,40.9695,-82.6016,570,283.6
Parma,36.6117,-89.8189,570,372.7
Higbee,39.3059,-92.5132,570,581.8
Atlantic,37.9023,-75.5058,570,36.7
Plantersville,30.3321,-95.8629,570,70.8
Dillwyn,37.5411,-78.4613,570,354.7
Olivia Lopez de Gutierrez,26.3276,-98.7167,570,444.4
